publisher,developers,id,app_name,price,specs,genres,early_access,tags,owners,review_score,release_date
Strategy First,Carlo D'Apostoli Projects,370970,Unlimited Escape 3 & 4 Double Pack,Under $10,"Single-player, Family Sharing","Action, Casual, Indie",False,"Indie, Casual, Action","0 .. 20,000",25,2015-Spring
2tainment GmbH,Nightly Studios,354180,Bunker - The Underground Game,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Adventure, Indie",False,"Indie, Layed-Back, Casual, 2D, Difficult, Puzzle, Unique-aspects, Single-Player, Comedy, Adventure","0 .. 20,000",60,2015-Spring
Factus Games,Muzzy Lane Software,371190,Making History: The Calm and the Storm Gold Edition,Under $10,"Single-player, Multi-player, Family Sharing","Simulation, Strategy",False,"Warfare, Historical/Old-Times, Turn-based, Realistic/Sim, Strategy","50,000 .. 100,000",85,2015-Spring
Grey Alien Games,Grey Alien Games,351090,Regency Solitaire,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",Casual,False,"Warfare, Layed-Back, Casual, Inclusivity, Historical/Old-Times, 2D, Puzzle, Romance, High-Quality, Unique-Style, Comedy, Story-driven","0 .. 20,000",94,2015-Spring
Sekai Project,Creepy Cute,353330,Love at First Sight,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",Indie,False,"Indie, Layed-Back, Casual, Gore, Mature, Horror/Mystery, Romance, Single-Player, Unique-Style","20,000 .. 50,000",96,2015-Spring
devotid Media,devotid,363430,D Series OFF ROAD Driving Simulation,Under $10,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial controller support, Steam Cloud, Stats, Includes level editor, Family Sharing","Action, Casual, Indie, Racing, Simulation, Sports",False,"Indie, Casual, Action, Sandbox/Building, Realistic/Sim, Sports, Racing","0 .. 20,000",39,2015-Spring
Stolen Couch Games,Stolen Couch Games,304950,Castaway Paradise - live among the animals,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Partial controller support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","Adventure, Casual, Indie, RPG, Simulation",False,"Layed-Back, Casual, 2D, Story-driven, Difficult, Sandbox/Building, Realistic/Sim, RPG, High-Quality, Single-Player, Unique-Style, Adventure, Comedy, Multiplayer, Co-op","20,000 .. 50,000",70,2015-Spring
benmakesgames.com,Ben Hendel-Doying,368700,Mysterious Space,Under $10,"Single-player, Multi-player, PvP, Split Screen PvP, Co-op, Co-op, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing","Action, Indie",False,"Indie, Action, Unique-aspects, Rogue, Shooter, Co-op","0 .. 20,000",80,2015-Spring
Pugsley LLC,Pugsley LLC,370080,Breezeblox,Under $10,"Single-player, Steam Achievements, Partial controller support, Stats, Family Sharing","Casual, Indie, Strategy",False,"Indie, Puzzle, Casual, Strategy","20,000 .. 50,000",88,2015-Spring
"Midnight Oil Games, LLC","Midnight Oil Games, LLC",350000,Exostorm,Under $10,"Single-player, Full controller support, Family Sharing","Action, Indie",False,"Indie, Shooter, Action","0 .. 20,000",62,2015-Spring
Reality Gameware,Imran Arafat,369100,Predator Simulator,Under $10,"Single-player, Partial controller support, Family Sharing","Action, Adventure, Indie, Simulation",False,"Indie, Realistic/Sim, Adventure, Action","20,000 .. 50,000",39,2015-Spring
"Playful Art, LLC","Playful Art, LLC",341770,Geared,Under $10,"Single-player, Family Sharing","Indie, Strategy",False,"Indie, Puzzle, Strategy","0 .. 20,000",40,2015-Spring
Deck13,Radical Fish Games,368340,CrossCode,$10~$20,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","Action, Adventure, Indie, RPG",False,"Indie, 2D, Inclusivity, Historical/Old-Times, Action, Difficult, Puzzle, Unique-aspects, Sci-fi, Exploration, Single-Player, RPG, High-Quality, Unique-Style, Adventure, Story-driven","500,000 .. 1,000,000",93,2018-Autumn
Flying Interactive,Eerie Games,364480,Red Goblin: Cursed Forest,Under $10,"Single-player, Steam Trading Cards, Partial controller support, Family Sharing","Casual, Indie",False,"Indie, Layed-Back, Casual, Historical/Old-Times, 2D, Other","20,000 .. 50,000",40,2015-Spring
Lohika Games,Lohika Games,356090,Machineers - Episode 1: Tivoli Town,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","Adventure, Indie",False,"Indie, 2D, Puzzle, Single-Player, Adventure","0 .. 20,000",96,2015-Spring
MangaGamer,07th Expansion,310360,Higurashi When They Cry Hou - Ch.1 Onikakushi,Free,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",Adventure,False,"Indie, Layed-Back, 2D, Historical/Old-Times, Casual, Mature, Horror/Mystery, Single-Player, High-Quality, Unique-Style, Comedy, Adventure, Story-driven","200,000 .. 500,000",95,2015-Spring
vikingfabian.com,vikingfabian.com,367030,Lootfest,Free,"Single-player, Multi-player, Co-op, Online Co-op, Full controller support, Includes level editor","Casual, Indie, Early Access",True,"Indie, Early Access, Casual","0 .. 20,000",66,2015-Spring
Flaming Pumpkin Ltd,Flaming Pumpkin Ltd,369860,Brain Guzzler: The End Is Nigh,Under $1,"Single-player, Steam Achievements, Steam Cloud, Family Sharing","Action, Casual, Indie",False,"Indie, Casual, Action","0 .. 20,000",63,2015-Spring
Slitherine Ltd.,Matrix Games,368220,Close Combat - Panthers in the Fog,$20~$40,"Single-player, Multi-player, Steam Cloud, Family Sharing","Simulation, Strategy",False,"Warfare, Turn-based, Realistic/Sim, Single-Player, High-Quality, Multiplayer, Strategy","20,000 .. 50,000",71,2015-Spring
Green Man Gaming Publishing,Fallen Tree Games Ltd,344480,Quell,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing",Indie,False,"Indie, Casual, Puzzle, Single-Player, High-Quality, Unique-Style, Other","20,000 .. 50,000",96,2015-Spring
Tiny Utopia,Tiny Utopia,360720,Soda Star,Under $10,"Single-player, Family Sharing","Casual, Indie, Strategy",False,"Indie, Puzzle, Casual, Strategy","20,000 .. 50,000",57,2015-Spring
Green Man Gaming Publishing,Fallen Tree Games Ltd,348440,Quell Memento,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing",Indie,False,"Indie, Casual, Puzzle, High-Quality, Unique-Style, Other","20,000 .. 50,000",95,2015-Spring
Green Man Gaming Publishing,Fallen Tree Games Ltd,348430,Quell Reflect,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing",Indie,False,"Indie, Casual, Puzzle, High-Quality, Unique-Style, Other","20,000 .. 50,000",94,2015-Spring
Niffler Ltd.,Fair Play Labs,336840,Color Guardians,$10~$20,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","Action, Indie",False,"Indie, Casual, Action","0 .. 20,000",88,2015-Spring
Angry Cat Ltd.,Creatio 49,341910,Ultimate Space Commando,Under $10,"Single-player, Multi-player, Co-op, Co-op, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing","Indie, RPG, Strategy",False,"Indie, Strategy, RPG, Turn-based","0 .. 20,000",81,2015-Spring
Tin Man Games,Tin Man Games,335460,An Assassin in Orlandes,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Adventure, Indie, RPG",False,"Indie, Adventure, Exploration, RPG","0 .. 20,000",82,2015-Spring
Tin Man Games,Tin Man Games,335450,Curse of the Assassin,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Adventure, Indie, RPG",False,"Indie, Adventure, Exploration, RPG","0 .. 20,000",87,2015-Spring
AGC,AGC,368990,Despair,Under $1,"Single-player, Steam Trading Cards, Family Sharing","Action, Adventure, Indie",False,"Indie, Casual, Action, Horror/Mystery, Single-Player, High-Quality, Adventure, First Person","500,000 .. 1,000,000",34,2015-Spring
David Wehle,David Wehle,355970,Home is Where One Starts...,Under $1,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Family Sharing","Adventure, Indie",False,"Indie, Warfare, Casual, Inclusivity, Story-driven, Horror/Mystery, Single-Player, High-Quality, Adventure, First Person, Exploration","20,000 .. 50,000",76,2015-Spring
rondomedia GmbH ,Visual Imagination Software GbR,350530,Airport Firefighters - The Simulation,$10~$20,"Single-player, Steam Achievements, Partial controller support, Family Sharing",Simulation,False,"Realistic/Sim, First Person, Action","50,000 .. 100,000",48,2015-Spring
Cosmi Valusoft,Casual Box Games,362740,Age of Enigma: The Secret of the Sixth Ghost,Under $10,"Single-player, Family Sharing",Adventure,False,"Adventure, Casual","0 .. 20,000",68,2015-Spring
RAC7 Games,RAC7 Games,368650,Dark Echo,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","Adventure, Indie",False,"Indie, 2D, Puzzle, Horror/Mystery, Single-Player, High-Quality, Unique-Style, Adventure","20,000 .. 50,000",92,2015-Spring
Accelerate Games,MumboJumbo,361020,Luxor HD,Under $10,"Single-player, Family Sharing","Casual, Strategy",False,"Puzzle, Casual, Strategy","20,000 .. 50,000",91,2015-Spring
exosyphen studios,exosyphen studios,364750,Hacker Evolution Source Code,Under $1,"Single-player, Family Sharing",Indie,False,Indie,"0 .. 20,000",73,2015-Spring
Peltast Software,Peltast Software,359400,Why Am I Dead At Sea,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","Adventure, Indie, RPG",False,"Indie, Horror/Mystery, Unique-aspects, RPG, Single-Player, High-Quality, Adventure, Story-driven","50,000 .. 100,000",94,2015-Spring
Carmine T. Guida,Carmine T. Guida,340350,Quintet,Free,"Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Partial controller support","Action, Free to Play, Indie",False,"Indie, Action, Multiplayer, Sci-fi, Co-op","100,000 .. 200,000",76,2015-Spring
Square Enix,Square Enix,346830,FINAL FANTASY IV: THE AFTER YEARS,$10~$20,"Single-player, Steam Achievements, Steam Trading Cards, Partial controller support, Steam Cloud, Family Sharing",RPG,False,"Layed-Back, Historical/Old-Times, Third Person, 3D, Turn-based, Unique-aspects, Fantasy, Single-Player, RPG, High-Quality, Unique-Style, Adventure, Story-driven","50,000 .. 100,000",62,2015-Spring
Plug In Digital,Drixy Games,369000,Pongo,Under $1,"Single-player, Steam Achievements, Steam Trading Cards, Stats, Family Sharing","Action, Adventure, Casual, Indie, Strategy",False,"Indie, Layed-Back, Casual, First Person, Action, 3D, Adventure, Strategy","200,000 .. 500,000",70,2015-Spring
magnussoft,magnussoft,367220,Egyptian Settlement Gold,Under $10,"Single-player, Family Sharing","Casual, Simulation, Strategy",False,"Casual, Strategy, Realistic/Sim","0 .. 20,000",16,2015-Spring
Immersive Douro,Immersive Douro,361330,Shrooms,$10~$20,"Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Family Sharing","Action, Adventure, Indie, RPG, Early Access",True,"Indie, Inclusivity, Action, Difficult, Early Access, PvP, Sandbox/Building, RPG, High-Quality, Adventure, Co-op","0 .. 20,000",33,2015-Spring
Sirlin Games,Sirlin Games,287960,Yomi,$10~$20,"Single-player, Multi-player, Cross-Platform Multiplayer, Family Sharing","Indie, Strategy",False,"Indie, Puzzle, Strategy, Fighting","0 .. 20,000",78,2015-Spring
Aldorlea Games,Warfare Studios,368250,Valiant: Resurrection,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","Adventure, Casual, Indie, RPG",False,"Indie, Casual, Fantasy, RPG, Adventure, Story-driven","50,000 .. 100,000",67,2015-Spring
INSTEAD Community,Vasily Voronkov,366800,Mainland,Free,Single-player,"Adventure, Free to Play, Indie",False,"Indie, Adventure, Unique-aspects","100,000 .. 200,000",81,2015-Spring
erm...,J. King-Spooner,365580,Beeswing,Under $10,"Single-player, Full controller support, Steam Trading Cards, Family Sharing",Indie,False,"Indie, Adventure, High-Quality, Unique-Style","50,000 .. 100,000",90,2015-Spring
Volens Nolens Games,Volens Nolens Games,365400,Spoko and Poko,Under $1,"Single-player, Steam Achievements, Steam Trading Cards, Stats, Steam Leaderboards, Family Sharing","Action, Adventure, Casual, Indie, RPG",False,"Indie, Casual, Action, RPG, Adventure","0 .. 20,000",65,2015-Spring
Locomotivah,Locomotivah,365080,Unheard Screams - King Leopold II's Rule Over The Congo,Under $10,"Single-player, Family Sharing","Indie, RPG",False,"Indie, RPG","0 .. 20,000",50,2015-Spring
ESDigital Games,Yustas Game Studio,361970,Weather Lord: The Successor's Path,Under $10,"Single-player, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing","Casual, Indie, Simulation, Strategy",False,"Indie, Casual, Strategy, Realistic/Sim","0 .. 20,000",71,2015-Spring
Slitherine Ltd.,VR Designs,354600,Decisive Campaigns: Case Blue,$20~$40,"Single-player, Multi-player, Steam Cloud, Family Sharing","Simulation, Strategy",False,"Warfare, Realistic/Sim, Strategy","0 .. 20,000",90,2015-Spring
Interplay Entertainment Corp.,Interplay Entertainment Corp.,359650,Star Trek™ : 25th Anniversary,Under $10,"Single-player, Family Sharing","Action, Adventure, Simulation",False,"Casual, Historical/Old-Times, Action, Realistic/Sim, Single-Player, Adventure, Sci-fi","50,000 .. 100,000",90,2015-Spring
Atari,"MicroProse Software, Inc",329680,Task Force 1942: Surface Naval Action in the South Pacific,Under $10,"Single-player, Family Sharing",Simulation,False,"Warfare, Realistic/Sim, Historical/Old-Times","0 .. 20,000",60,2014-Autumn
Aerosoft GmbH,TML-Studios,306370,World of Subways 1 – The Path,$10~$20,"Single-player, Family Sharing","Casual, Indie, Simulation",False,"Indie, Casual, First Person, Action, Realistic/Sim, Single-Player, High-Quality, Adventure, Strategy, Exploration","50,000 .. 100,000",62,2014-Autumn
rondomedia GmbH,Crenetic GmbH Studios,328310,Logistics Company,$10~$20,"Single-player, Family Sharing",Simulation,False,Realistic/Sim,"20,000 .. 50,000",41,2014-Autumn
ESDigital Games,URSE Games,320670,Season Match 3 - Curse of the Witch Crow,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Adventure, Casual",False,"Adventure, Casual, Puzzle, High-Quality","50,000 .. 100,000",79,2014-Autumn
Zach Kehs (SunnyKatt),Zach Kehs (SunnyKatt),328990,Koya Rift,Under $10,"Single-player, Family Sharing",Indie,False,Indie,"0 .. 20,000",30,2014-Autumn
Conglomerate 5,Ultravision Interactive,326990,Deep Eclipse: New Space Odyssey,Under $1,"Single-player, Steam Trading Cards, Family Sharing","Action, Indie",False,"Indie, 2D, Third Person, Action, Difficult, Unique-aspects, Realistic/Sim, Shooter, High-Quality, Single-Player, Sci-fi","50,000 .. 100,000",66,2014-Autumn
Atari,"MicroProse Software, Inc.",328920,F-117A Nighthawk Stealth Fighter 2.0,Under $10,"Single-player, Family Sharing",Simulation,False,"Rogue, Realistic/Sim, Historical/Old-Times, Unique-Style","0 .. 20,000",86,2014-Autumn
Tin Man Games,Tin Man Games,270490,The Forest of Doom (Standalone),Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Adventure, Indie, RPG",False,"Indie, Fantasy, RPG, Single-Player, Unique-Style, Adventure, Exploration","20,000 .. 50,000",80,2014-Autumn
Avenged Sevenfold,Subscience Studios,327440,Hail to the King: Deathbat,Under $10,"Single-player, Steam Trading Cards, Partial controller support, Family Sharing","Action, Adventure, Casual, Indie, RPG",False,"Indie, Casual, Action, RPG, High-Quality, Adventure","0 .. 20,000",77,2014-Autumn
Unknown Worlds Entertainment,Faultline Games,310110,NS2: Combat,Free,"Multi-player, Steam Achievements, Steam Workshop, Steam Cloud, Stats, Includes level editor","Action, Indie, RPG",False,"Indie, Action, Sci-fi, RPG, Shooter, Multiplayer, First Person, Co-op","50,000 .. 100,000",51,2014-Autumn
Atari,"MicroProse Software, Inc.",328930,Fleet Defender: The F-14 Tomcat Simulation,Under $10,"Single-player, Family Sharing",Simulation,False,"Realistic/Sim, Historical/Old-Times, Unique-Style","0 .. 20,000",82,2014-Autumn
Axyos Games,Axyos Games,318100,AXYOS,Under $10,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Steam Achievements, Steam Trading Cards, Partial controller support, Steam Cloud, Stats, Family Sharing","Action, Casual, Indie, Massively Multiplayer, Strategy",False,"Indie, Warfare, Action, 3D, PvE, PvP, Realistic/Sim, Shooter, Single-Player, Multiplayer, First Person, Co-op","200,000 .. 500,000",51,2018-08
Artifex Mundi,Artifex Mundi,284730,Dark Arcana: The Carnival,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Adventure, Casual",False,"Indie, Casual, Inclusivity, 2D, Puzzle, Horror/Mystery, Fantasy, Single-Player, High-Quality, Adventure, Story-driven","100,000 .. 200,000",89,2014-Autumn
M.INDIE,Little World Studio,326130,Alcatraz Builder,Under $10,"Single-player, Family Sharing",Casual,False,"Casual, Strategy","20,000 .. 50,000",48,2014-Autumn
SixtyGig Games,Raymond Doerr,328080,Rise to Ruins,$10~$20,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Includes level editor, Family Sharing","Indie, Simulation, Strategy",False,"Indie, Layed-Back, 2D, Historical/Old-Times, Difficult, Early Access, Sandbox/Building, Unique-aspects, Realistic/Sim, Rogue, Single-Player, High-Quality, Strategy","200,000 .. 500,000",88,2019-Autumn
KOMODO,Dark Gaia Studios,325320,Mythos: The Beginning - Director's Cut,Under $10,"Single-player, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","Adventure, RPG",False,"Inclusivity, Adventure, RPG, Horror/Mystery","20,000 .. 50,000",67,2014-Autumn
Mountain Sheep,Mountain Sheep,321980,Hardland,$10~$20,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Family Sharing","Adventure, Indie",False,"Indie, Other, 3D, Horror/Mystery, Unique-aspects, Fantasy, Exploration, Single-Player, High-Quality, Unique-Style, Adventure, Story-driven","50,000 .. 100,000",70,2019-Autumn
Mastertronic,Tom De Roeck,324610,The Shopkeeper,Under $10,"Single-player, Steam Achievements, Family Sharing","Adventure, Indie",False,"Indie, Adventure, Casual","0 .. 20,000",13,2014-Autumn
Deadghost Interactive,Deadghost Interactive,320790,Fabula Mortis,Under $10,"Multi-player, Steam Trading Cards, Family Sharing","Action, Indie",False,"Indie, 2D, Action, Difficult, Fantasy, Shooter, High-Quality, Multiplayer, First Person","20,000 .. 50,000",42,2014-Autumn
Double Action Factory,Double Action Factory,317360,Double Action: Boogaloo,Free,"Multi-player, Cross-Platform Multiplayer, VR Support, Includes level editor","Action, Free to Play, Indie",False,"Indie, Layed-Back, Third Person, Action, Difficult, Co-op, Fantasy, Shooter, Single-Player, Adventure, Comedy, Multiplayer, First Person, Exploration","2,000,000 .. 5,000,000",92,2014-Autumn
Panic Art Studios,Tomi Maarela,318430,Squishy the Suicidal Pig,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","Adventure, Indie",False,"Indie, Layed-Back, 2D, Gore, Casual, Difficult, Puzzle, Horror/Mystery, Unique-aspects, Single-Player, Unique-Style, Comedy, Adventure","200,000 .. 500,000",83,2014-Autumn
Humongous Entertainment,Humongous Entertainment,317020,Pajama Sam: Games to Play on Any Day,Under $10,"Single-player, Steam Cloud, Family Sharing",Casual,False,Casual,"20,000 .. 50,000",88,2014-Autumn
Humongous Entertainment,Humongous Entertainment,317030,Fatty Bear's Birthday Surprise,Under $10,"Single-player, Steam Cloud, Family Sharing","Adventure, Casual",False,"Casual, Historical/Old-Times, 2D, Unique-aspects, Single-Player, High-Quality, Adventure, Story-driven","20,000 .. 50,000",92,2014-Autumn
Atari,"Accolade, Inc.",328440,Deadlock: Planetary Conquest,Under $10,"Single-player, Family Sharing",Strategy,False,"Sci-fi, Strategy, Turn-based","20,000 .. 50,000",45,2014-Autumn
Atari,"Cyberlore Studios, Inc.",328450,Deadlock II: Shrine Wars,Under $10,"Single-player, Family Sharing",Strategy,False,"Strategy, Historical/Old-Times, Turn-based","20,000 .. 50,000",70,2014-Autumn
Atari,"Accolade, Inc.",328460,Redline,Under $10,"Single-player, Family Sharing","Action, Racing",False,"Warfare, Gore, Historical/Old-Times, Action, First Person, Racing","20,000 .. 50,000",67,2014-Autumn
Ziggurat,"Accolade, Inc.",328470,Slave Zero,Under $10,"Single-player, Family Sharing",Action,False,"Historical/Old-Times, Third Person, Action, Single-Player, Sci-fi","20,000 .. 50,000",82,2014-Autumn
Atari,Epic MegaGames,327910,7th Legion,Under $10,"Single-player, Family Sharing","Action, Adventure, Strategy",False,"Adventure, Strategy, Real-Time, Action","0 .. 20,000",56,2014-Autumn
OG-ZONE Digital Entertainment,West Dragon Productions DR,329480,Snow Light,Under $10,"Single-player, Family Sharing","Action, Adventure, Indie",False,"Indie, Adventure, Unique-Style, Action","0 .. 20,000",19,2014-Autumn
The Secret Pie,The Secret Pie,317610,Prophour23,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","Action, Indie, Strategy",False,"Indie, Layed-Back, Action, Difficult, Rogue, High-Quality, Strategy","20,000 .. 50,000",68,2014-Autumn
New Reality Games,New Reality Games,329000,Data Hacker: Corruption,Under $1,"Single-player, Partial controller support, Family Sharing","Adventure, Indie, RPG, Simulation",False,"Indie, Adventure, RPG, Realistic/Sim","500,000 .. 1,000,000",48,2014-Autumn
Shorebound Studios,Shorebound Studios,311170,Moonlight Minions,Under $1,"Single-player, Steam Achievements, Family Sharing","Casual, Indie",False,"Indie, Layed-Back, Casual","0 .. 20,000",46,2014-Autumn
PLAYISM,Mårten Jonsson,320120,Meadowland,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Partial controller support, Family Sharing","Indie, Simulation",False,"Indie, Casual, 2D, Unique-aspects, Fantasy, Realistic/Sim, Single-Player, High-Quality, Unique-Style, Other, Exploration","20,000 .. 50,000",57,2014-Autumn
"Crescent Moon Games, LLC","Mobot Studios, Inc",314540,Paper Monsters Recut,Under $10,"Single-player, Full controller support, Family Sharing",Adventure,False,"Adventure, Casual, Layed-Back","0 .. 20,000",74,2014-Autumn
Atari,MPS Labs,327940,Dragonsphere,Under $10,"Single-player, Family Sharing",Adventure,False,"Casual, Historical/Old-Times, Unique-aspects, Fantasy, Adventure","20,000 .. 50,000",82,2014-Autumn
Ziggurat,MPS Labs,327930,Darklands,Under $10,"Single-player, Family Sharing","Adventure, RPG",False,"Historical/Old-Times, Sandbox/Building, Unique-aspects, RPG, Single-Player, Adventure, Exploration","20,000 .. 50,000",90,2014-Autumn
Atari,"MicroProse Software, Inc",327920,BloodNet,Under $10,"Single-player, Family Sharing",Adventure,False,"Casual, Historical/Old-Times, Horror/Mystery, RPG, Adventure, Sci-fi","20,000 .. 50,000",53,2014-Autumn
Digerati,Digerati Distribution,250580,Paranautical Activity: Deluxe Atonement Edition,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Partial controller support, Family Sharing","Action, Indie, RPG",False,"Indie, Action, Difficult, Horror/Mystery, Rogue, Unique-aspects, Single-Player, High-Quality, Shooter, RPG, Other, First Person","100,000 .. 200,000",68,2014-Autumn
Jetdogs Studios,Jetdogs Studios,326180,Sinister City,Under $1,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Adventure, Casual, Indie",False,"Indie, Casual, Puzzle, Horror/Mystery, Single-Player, Other, Adventure","100,000 .. 200,000",66,2014-Autumn
Full Control,Full Control,256010,Jagged Alliance Flashback,$10~$20,"Single-player, Steam Trading Cards, Steam Workshop, Includes level editor, Family Sharing","Indie, RPG, Strategy",False,"Indie, Action, Turn-based, Unique-aspects, RPG, Single-Player, Adventure, Strategy","100,000 .. 200,000",46,2014-Autumn
Choice of Games,Choice of Games,328550,Thieves' Gambit: The Curse of the Black Cat,Under $10,"Single-player, Steam Achievements, Captions available, Steam Cloud, Family Sharing","Indie, RPG",False,"Indie, Inclusivity, Unique-aspects, RPG, Exploration","0 .. 20,000",80,2014-Autumn
Kodots Games,Kodots Games,292370,DarkEnd,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Partial controller support, Family Sharing","Indie, RPG",False,"Indie, Fantasy, RPG","200,000 .. 500,000",51,2014-Autumn
BattleGoat Studios,BattleGoat Studios,314980,Supreme Ruler Ultimate,$10~$20,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing","Indie, Simulation, Strategy",False,"Warfare, Historical/Old-Times, Sandbox/Building, Realistic/Sim, Single-Player, Real-Time, Multiplayer, Strategy","100,000 .. 200,000",76,2014-Autumn
Gamestorm Ltd,Avatar Creations,223410,Perpetuum,Free,"Multi-player, MMO, Steam Achievements, Steam Trading Cards","Indie, Massively Multiplayer, RPG",False,"Indie, Action, Multiplayer, PvP, Sandbox/Building, RPG, Sci-fi, Exploration","20,000 .. 50,000",72,2014-Autumn
Atari,"MicroProse Software, Inc.",328430,Rex Nebular and the Cosmic Gender Bender,Under $10,"Single-player, Family Sharing",Adventure,False,"Casual, Historical/Old-Times, Unique-aspects, Adventure, Sci-fi","20,000 .. 50,000",59,2014-Autumn
Omni Systems,Rudolf Kremers & Alex May,221180,Eufloria HD,$10~$20,"Single-player, Steam Achievements, Partial controller support, Family Sharing","Indie, Strategy",False,"Indie, Casual, 2D, Single-Player, High-Quality, Real-Time, Strategy","200,000 .. 500,000",90,2014-Autumn
rondomedia GmbH,Cape Copenhagen,311910,DIG IT! - A Digger Simulator,Under $10,"Single-player, Steam Achievements, Stats, Family Sharing",Simulation,False,"Sandbox/Building, Realistic/Sim","50,000 .. 100,000",62,2014-Autumn
JosPlays,JosPlays,315070,Blob From Space,Under $1,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial controller support, Steam Cloud, Family Sharing","Casual, Indie",False,"Indie, Layed-Back, Casual, Early Access","100,000 .. 200,000",25,2020-Summer
Almost Human Games,Almost Human Games,251730,Legend of Grimrock 2,$20~$30,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing","Adventure, Indie, RPG",False,"Indie, Historical/Old-Times, Action, Difficult, Puzzle, Turn-based, Sandbox/Building, Fantasy, Unique-aspects, RPG, Single-Player, High-Quality, Adventure, First Person, Exploration","200,000 .. 500,000",90,2014-Autumn
Lavaboots Studios,Lavaboots Studios,327860,Salt,$10~$20,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial controller support, Steam Cloud, Family Sharing","Action, Adventure, Indie, RPG",False,"Indie, Casual, Action, Difficult, Early Access, Multiplayer, Sandbox/Building, Single-Player, RPG, High-Quality, Other, Adventure, First Person, Exploration","50,000 .. 100,000",76,2018-Winter
Desert Owl Games LLC,Desert Owl Games LLC,201210,Pox Nora,Free,"Single-player, Multi-player, Full controller support, Steam Trading Cards","RPG, Strategy, Free to Play",False,"Action, Turn-based, Fantasy, RPG, Single-Player, Multiplayer, Strategy","200,000 .. 500,000",74,2014-Autumn
Zotnip,Zotnip,325160,Bik - A Space Adventure,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Adventure, Indie",False,"Indie, Casual, Historical/Old-Times, Third Person, Unique-aspects, Single-Player, Adventure, Comedy, Sci-fi, Story-driven","20,000 .. 50,000",92,2014-Autumn
