publisher,developers,id,app_name,price,specs,genres,early_access,tags,owners,review_score,release_date
Nimbus Interactive,Nimbus Interactive,693830,Containment Corps,Free,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements","Action, Adventure, Free to Play, Indie, Early Access",TRUE,"Indie, Layed-Back, Action, Early Access, Multiplayer, Adventure, First Person, Co-op","0 .. 20,000",62,2017-Autumn
GameHouse,Nitreal,679770,Dr. Cares - Pet Rescue 911,$10~$20,"Single-player, Steam Achievements, Family Sharing","Adventure, Casual, Indie, Simulation",FALSE,"Indie, Casual, Realistic/Sim, Adventure, Strategy","0 .. 20,000",93,2017-Autumn
Shaman Games Studio,Shaman Games Studio,699160,A Plot Story,Under $10,"Single-player, Family Sharing",Casual,FALSE,"Puzzle, Casual","20,000 .. 50,000",29,2017-Autumn
Texas Interactive,Chickenpig Software,711310,SPIIIDERS,$10~$20,"Single-player, Family Sharing","Action, Adventure, Casual, Indie",FALSE,"Indie, Casual, Gore, Action, Difficult, Unique-aspects, High-Quality, Adventure","0 .. 20,000",0,2017-Autumn
Ripknot Systems,Ripknot Systems,710120,Trivia Vault: Mini Mixed Trivia 4,Under $1,"Single-player, Steam Achievements, Partial controller support, Family Sharing","Action, Casual, Indie, Simulation, Strategy",FALSE,"Indie, Casual, 2D, Action, Puzzle, Realistic/Sim, Single-Player, High-Quality, Strategy, Story-driven","20,000 .. 50,000",50,2017-Autumn
Serenity Forge,Ben Hopkins,454770,Mystic Melee,Under $10,"Single-player, Multi-player, PvP, Split Screen PvP, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing","Action, Adventure, Indie, Early Access",TRUE,"Indie, Layed-Back, 2D, Action, Early Access, Unique-aspects, Realistic/Sim, Adventure","0 .. 20,000",71,2017-Autumn
Ripknot Systems,Ripknot Systems,710110,Trivia Vault: Mini Mixed Trivia 3,Under $1,"Single-player, Steam Achievements, Family Sharing","Action, Casual, Indie, Simulation, Strategy",FALSE,"Indie, Casual, 2D, Action, Puzzle, Realistic/Sim, Single-Player, High-Quality, Strategy, Story-driven","0 .. 20,000",52,2017-Autumn
Animakemu Games,Kamil Szczepanik,676210,Story of the Survivor : Prisoner,Under $1,"Single-player, Family Sharing","Action, Adventure, Indie, RPG, Simulation",FALSE,"Indie, Warfare, Action, Difficult, Sandbox/Building, Fantasy, Realistic/Sim, RPG, Unique-Style, Adventure","0 .. 20,000",64,2017-Autumn
Raxasoft Games,Raxasoft Games,702150,Project Mercury,Under $1,"Single-player, Steam Achievements, Full controller support, Family Sharing","Action, Indie",FALSE,"Indie, Layed-Back, 2D, Inclusivity, Historical/Old-Times, Action, Difficult, Unique-aspects, Single-Player, Shooter, Sci-fi","100,000 .. 200,000",58,2017-Autumn
David Zeiser,Maxwell Volz,683670,BLOKDODGE,Free,"Single-player, Steam Achievements, Full controller support, Stats, Steam Leaderboards","Casual, Free to Play, Indie",FALSE,"Indie, Casual","0 .. 20,000",82,2017-Autumn
Bitlock Studio,LillyWelland inc.,709700,The Thing: Space X,Under $1,"Single-player, Steam Achievements, Family Sharing","Action, Adventure, Indie",FALSE,"Indie, Adventure, Action","0 .. 20,000",45,2017-Autumn
Conglomerate 5,Firestorm Entertainment,706690,Megatronic Void,Under $1,"Single-player, Full controller support, Family Sharing","Action, Indie",FALSE,"Indie, Layed-Back, Casual, Historical/Old-Times, Action, Difficult, Sci-fi, Shooter, Adventure","0 .. 20,000",15,2017-Autumn
Crescent Moon Games,Crescent Moon Games,661740,Morphite,$10~$20,"Single-player, Steam Achievements, Partial controller support, Steam Cloud, Family Sharing","Action, Adventure, Indie",FALSE,"Indie, Inclusivity, Action, Adventure, Sci-fi, First Person, Exploration","20,000 .. 50,000",67,2017-Autumn
Molegato,Molegato,701080,Supersonic Tank Cats,Under $10,"Single-player, Multi-player, Co-op, Full controller support, Remote Play Together, Family Sharing","Action, Indie, Racing",FALSE,"Indie, Racing, Action","0 .. 20,000",79,2020-Autumn
Interstellar Tortoise,Interstellar Tortoise,680190,Interstellar Invaders,Under $10,"Single-player, Multi-player, Co-op, Co-op, Steam Achievements, Remote Play Together, Family Sharing","Action, Casual, Indie",FALSE,"Indie, Casual, Action","0 .. 20,000",100,2018-Autumn
Roman Kozhukhov,Roman Kozhukhov,599510,SpaceDweller,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Indie, Strategy",FALSE,"Indie, Turn-based, High-Quality, Sci-fi, Strategy","0 .. 20,000",55,2017-Autumn
Rezo Zero,Rezo Zero,532900,Outskirts,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Partial controller support, Steam Leaderboards, Family Sharing","Action, Indie",FALSE,"Indie, Shooter, Action","0 .. 20,000",100,2017-Autumn
General Interactive Co.,General Interactive Co.,559910,Terroir,Under $10,"Single-player, Steam Achievements, Steam Cloud, Family Sharing","Indie, Simulation, Strategy",FALSE,"Casual, 3D, Sandbox/Building, Unique-aspects, Realistic/Sim, Single-Player, High-Quality, Strategy","0 .. 20,000",73,2017-Autumn
"Sports Mogul, Inc.","Sports Mogul, Inc.",683600,Football Mogul 18,Under $10,"Single-player, Multi-player, Co-op, Steam Achievements, Remote Play Together, Family Sharing","Casual, Simulation, Sports, Strategy",FALSE,"Sports, Strategy, Realistic/Sim, Casual","20,000 .. 50,000",27,2017-Autumn
Walter Machado,Walter Machado,714240,SWARMRIDER OMEGA,Under $1,"Single-player, Steam Achievements, Full controller support, Family Sharing","Action, Indie",FALSE,"Indie, 2D, Historical/Old-Times, Action, Difficult, Fighting, Unique-aspects, Rogue, Shooter, Unique-Style, Sci-fi","50,000 .. 100,000",79,2017-Autumn
Theodor Niklas,Theodor Niklas,709020,VIRUS OF SURVIVORS:LIFE SIMULATOR,Under $10,"Single-player, Family Sharing","Action, Adventure, Simulation",FALSE,"Adventure, Realistic/Sim, Action","0 .. 20,000",0,2017-Autumn
Uppercut Games Pty Ltd,Uppercut Games Pty Ltd,301840,City of Brass,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","Action, Indie",FALSE,"Indie, Action, Difficult, 3D, Early Access, Rogue, Fantasy, Single-Player, High-Quality, Adventure, Other, First Person, Exploration","20,000 .. 50,000",78,2018-Autumn
Ripknot Systems,Ripknot Systems,706330,Trivia Vault: Mini Mixed Trivia 2,Under $1,"Single-player, Steam Achievements, Family Sharing","Action, Casual, Indie, Simulation, Strategy",FALSE,"Indie, 2D, Casual, Historical/Old-Times, Action, Puzzle, Realistic/Sim, Single-Player, High-Quality, Strategy, Story-driven","0 .. 20,000",54,2017-Autumn
Youzu Stars,Brainagi Games,601120,Brain Machine,Under $10,"Single-player, Steam Achievements, Partial controller support, Family Sharing","Indie, Early Access",TRUE,"Indie, Early Access, Puzzle, Rogue, Sci-fi","0 .. 20,000",97,2017-Autumn
Boogygames Studios,Boogygames Studios,707610,Food Mahjong,Under $10,"Single-player, Family Sharing","Adventure, Casual, Indie, Sports, Strategy",FALSE,"Indie, Layed-Back, Casual, 2D, Other, Puzzle, Sci-fi, Sports, Single-Player, Unique-Style, Adventure, Strategy","0 .. 20,000",58,2017-Autumn
Boogygames Studios,Boogygames Studios,707850,Jigsaw Puzzles,Under $10,"Single-player, Family Sharing","Adventure, Casual, Indie, Strategy",FALSE,"Indie, Casual, Puzzle, Single-Player, High-Quality, Unique-Style, Adventure, Sci-fi, Strategy","0 .. 20,000",63,2017-Autumn
Conglomerate 5,Sultan.emr,672290,Magic Forest,Under $1,"Single-player, Steam Achievements, Partial controller support, Steam Cloud, Family Sharing","Adventure, Casual, Indie",FALSE,"Indie, Adventure, Casual, Layed-Back","0 .. 20,000",69,2017-Autumn
Gameforge 4D GmbH,"Entwell Co., Ltd.",550470,NosTale - Anime MMORPG,Free,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Trading Cards, In-App Purchases","Action, Adventure, Massively Multiplayer, RPG, Free to Play",FALSE,"Gore, Action, Difficult, Co-op, PvE, Multiplayer, Fighting, PvP, Fantasy, RPG, High-Quality, Unique-Style, Adventure, Exploration","500,000 .. 1,000,000",71,2017-Autumn
Arc System Works,Arc System Works,648630,Damascus Gear Operation Tokyo HD,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",Action,FALSE,"Layed-Back, Action, Fighting, Unique-aspects, Realistic/Sim, Shooter, Single-Player, Unique-Style, Sci-fi","0 .. 20,000",41,2017-Autumn
ANPA.US,Racing Bros,440730,Survival Zombies The Inverted Evolution,Under $1,"Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Family Sharing","Action, Adventure, Indie, Simulation",FALSE,"Indie, Action, Difficult, Early Access, Multiplayer, Horror/Mystery, Fantasy, Realistic/Sim, Shooter, Adventure, First Person","50,000 .. 100,000",57,2017-Autumn
Octopus Tree,TouchTilt Games,394490,Buildanauts,$10~$20,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Family Sharing","Casual, Indie, Simulation, Early Access",TRUE,"Indie, Casual, Early Access, Sandbox/Building, Realistic/Sim","0 .. 20,000",20,2017-Autumn
Akimbo Creations,Akimbo Creations,543050,ARC Continuum,Under $10,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Partial controller support, Family Sharing","Action, Adventure, Indie",FALSE,"Indie, Adventure, Action","0 .. 20,000",40,2017-Autumn
Plug In Digital,Strategiae,341040,Wars Across The World,Under $10,"Single-player, Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Remote Play Together, Family Sharing","Indie, Strategy",FALSE,"Indie, Historical/Old-Times, Puzzle, Turn-based, Strategy","0 .. 20,000",81,2017-Autumn
MoFunZone Inc,Wix Games,606490,Duck Life 6: Space,Under $10,"Single-player, Family Sharing","Casual, Indie, Racing, Simulation, Sports",FALSE,"Indie, Casual, Sports, Realistic/Sim, Racing","0 .. 20,000",84,2017-Autumn
Coconut Island Games,Coconut Island Studio,525360,Shio,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Indie",FALSE,"Indie, Layed-Back, Casual, Historical/Old-Times, Action, Difficult, Story-driven, Realistic/Sim, High-Quality, Unique-Style, Adventure, Exploration, Racing","100,000 .. 200,000",78,2017-Autumn
Xelphyre Games,Xelphyre Games,619480,"Rock, Ken, Bo",Under $10,"Single-player, Multi-player, PvP, Split Screen PvP, Co-op, Steam Trading Cards, Partial controller support, Steam Cloud, Remote Play Together, Family Sharing","Action, Indie",FALSE,"Indie, Casual, 2D, Action, PvE, Fighting, PvP, Unique-aspects, Single-Player, Unique-Style, Comedy, Multiplayer, Story-driven","0 .. 20,000",70,2017-Autumn
GlassCats,GlassCats,496290,Deep Dark Dungeon,Under $10,"Single-player, Multi-player, Co-op, Co-op, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing","Action, Indie, RPG",FALSE,"Indie, Layed-Back, Action, Difficult, Fighting, Horror/Mystery, Rogue, Fantasy, Unique-aspects, RPG, Multiplayer, Co-op","0 .. 20,000",58,2018-Autumn
FIVE-BN GAMES,FIVE-BN GAMES,626640,Lost Lands: The Wanderer Collector's Edition,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Adventure, Casual",FALSE,"Adventure, Casual, Puzzle","0 .. 20,000",93,2017-Autumn
Big Fish Games,Mad Head Games,629100,"Cadenza: Music, Betrayal and Death Collector's Edition",Under $10,"Single-player, Family Sharing","Adventure, Casual",FALSE,"Adventure, Casual, Puzzle","0 .. 20,000",100,2017-Autumn
ErayTek,ErayTek,474830,Time in Time,Under $1,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Includes level editor, Family Sharing","Casual, Indie, Strategy",FALSE,"Indie, Layed-Back, Casual, 2D, Difficult, 3D, Puzzle, Sandbox/Building, Realistic/Sim, Single-Player, High-Quality, Unique-Style, Sci-fi, Strategy","200,000 .. 500,000",73,2017-Autumn
GAMES FOR HUMANS,GAMES FOR HUMANS,562260,WAVESHAPER,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Family Sharing","Action, Casual, Indie",FALSE,"Indie, Casual, 2D, Action, Difficult, Unique-Style","20,000 .. 50,000",87,2017-Autumn
My Owl Software,My Owl Software,351690,Apple Jack 1&2,Under $10,"Single-player, Partial controller support, Family Sharing","Action, Indie",FALSE,"Indie, Puzzle, Action","0 .. 20,000",100,2017-Autumn
Interplay Entertainment Corp.,BioWare,624060,Shattered Steel,Under $10,"Single-player, Multi-player, Family Sharing","Action, Simulation",FALSE,"Historical/Old-Times, Action, 3D, Multiplayer, Sandbox/Building, Realistic/Sim, Shooter, High-Quality, Single-Player, Sci-fi, First Person","50,000 .. 100,000",70,2017-Autumn
FeelThere,FeelThere,620570,Tower!2011:SE,$10~$20,"Single-player, Multi-player, In-App Purchases, Family Sharing","Indie, Simulation",FALSE,"Indie, Realistic/Sim","0 .. 20,000",38,2017-Autumn
Devolver Digital,Jake Hollands,616110,SPACEPLAN,Under $10,"Single-player, Family Sharing","Adventure, Casual, Indie",FALSE,"Indie, Layed-Back, Casual, Single-Player, High-Quality, Adventure, Sci-fi","100,000 .. 200,000",91,2017-Autumn
Zanardi and Liza,Zanardi and Liza,618510,Battle Bruise,Under $1,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","Action, Indie",FALSE,"Indie, Inclusivity, Action, Unique-aspects, Fantasy, Shooter","50,000 .. 100,000",91,2017-Autumn
Broken Arms Games,Broken Arms Games,603100,ATOMINE,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","Action, Indie",FALSE,"Action, Difficult, Rogue, Fantasy, Unique-aspects, Shooter, Single-Player, High-Quality, Unique-Style, Other, Exploration","50,000 .. 100,000",75,2017-Autumn
Leaning Tower Studio,Leaning Tower Studio,616030,Eventide Night,Under $1,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Action, Casual, Indie, RPG",FALSE,"Indie, Casual, Inclusivity, Action, Unique-aspects, Single-Player, RPG, Shooter, Unique-Style, High-Quality","100,000 .. 200,000",92,2017-Autumn
Alpha72 Games,Alpha72 Games,378350,Chromadrome 2,Under $10,"Single-player, Steam Achievements, Family Sharing","Action, Racing",FALSE,"Racing, Action","0 .. 20,000",88,2017-Autumn
Fastbird Dev Studio,Fastbird Dev Studio,593980,Gluon,Under $10,"Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing","Action, Indie, RPG, Simulation, Strategy",FALSE,"Indie, Action, Realistic/Sim, RPG, Strategy","0 .. 20,000",33,2017-Autumn
White Giant RPG Studios,White Giant RPG Studios,448170,Last Dream: World Unknown,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Partial controller support, Steam Cloud, Steam Leaderboards, Family Sharing","Indie, RPG",FALSE,"Indie, Historical/Old-Times, Puzzle, Turn-based, Unique-aspects, RPG","20,000 .. 50,000",75,2017-Autumn
Throwback Entertainment,Acclaim Cheltenham,582260,Extreme-G 2,Under $10,"Single-player, Steam Trading Cards, Partial controller support, Steam Cloud, Family Sharing",Racing,FALSE,"Historical/Old-Times, Action, Difficult, Unique-aspects, High-Quality, Sci-fi, Racing","0 .. 20,000",54,2017-Autumn
WuL Game Studio,WuL Game Studio,581130,Metal Waltz: Anime tank girls,Free,"Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, In-App Purchases","Adventure, RPG, Simulation, Strategy",FALSE,"Warfare, Gore, Mature, 2D, Multiplayer, Realistic/Sim, RPG, Unique-Style, Adventure, Strategy","200,000 .. 500,000",78,2017-Autumn
Three Brothers Games,Three Brothers Games,546800,Tower in the Sky : Tactics Edition,Under $10,"Single-player, Steam Achievements, Captions available, Family Sharing","Action, Adventure, Indie, RPG, Strategy",FALSE,"Indie, Action, RPG, Adventure, Strategy","0 .. 20,000",50,2017-Autumn
PLAYISM,Project ICKX,313390,Vertical Strike Endless Challenge,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Family Sharing","Action, Indie, Simulation",FALSE,"Warfare, Layed-Back, 2D, Casual, First Person, Action, 3D, Unique-aspects, Realistic/Sim, Shooter, Unique-Style, Comedy, Strategy","0 .. 20,000",77,2017-Autumn
Chernov Vyacheslav,Chernov Vyacheslav,416060,Westboro,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Action, Adventure, Indie, RPG",FALSE,"Indie, Action, Horror/Mystery, Unique-aspects, RPG, Adventure, Sci-fi","50,000 .. 100,000",68,2017-Autumn
Reine Works,Reine Works,437720,Blossoms Bloom Brightest,Free,"Single-player, Steam Achievements, Partial controller support","Adventure, Casual, Indie",FALSE,"Indie, Casual, Inclusivity, 2D, Horror/Mystery, Romance, Sci-fi, Single-Player, Unique-Style, Adventure, Story-driven","0 .. 20,000",68,2017-Autumn
Big Way,Big Way Games,588110,One Dog Story,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","Action, Adventure, Indie",FALSE,"Indie, Layed-Back, Other, 2D, Historical/Old-Times, Action, Story-driven, Fighting, Horror/Mystery, Unique-aspects, Sci-fi, Single-Player, High-Quality, Shooter, Unique-Style, Adventure, Exploration","50,000 .. 100,000",79,2017-Autumn
ThinkFast Studio,ThinkFast Studio,580590,Cublast HD,Under $10,"Single-player, Multi-player, PvP, Split Screen PvP, Co-op, Co-op, Co-op, Steam Achievements, Steam Trading Cards, Partial controller support, Steam Cloud, Includes level editor, Remote Play Together, Family Sharing","Casual, Indie",FALSE,"Indie, Puzzle, Casual, Layed-Back","0 .. 20,000",93,2017-Autumn
@unepic_fran,@unepic_fran,586880,Mini Ghost,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing","Action, Adventure, Casual, Indie",FALSE,"Indie, Layed-Back, Casual, Historical/Old-Times, 2D, Inclusivity, Action, Unique-aspects, Sandbox/Building, Unique-Style, High-Quality, Single-Player, Other, Adventure","20,000 .. 50,000",94,2017-Autumn
Sunlight Games,Sunlight Games,609100,Gold Rush! 2,Under $10,"Single-player, Steam Trading Cards, Family Sharing","Adventure, Indie, Strategy",FALSE,"Layed-Back, Casual, Historical/Old-Times, Action, Unique-aspects, Realistic/Sim, Sports, Single-Player, Unique-Style, Comedy, Adventure, Strategy, Exploration","50,000 .. 100,000",66,2017-Autumn
Phat Phrog Studios,ColloseusX,529240,"Creature Clicker - Capture, Train, Ascend!",Under $10,"Single-player, Co-op, Co-op, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing","Action, Casual, Indie, Early Access",TRUE,"Indie, Layed-Back, Casual, Action, Early Access, Rogue, Sandbox/Building, Fantasy, RPG, Single-Player, Unique-Style, Co-op","100,000 .. 200,000",49,2017-Autumn
GrabTheGames,Post Mortem Pixels,624690,NEXT JUMP: Shmup Tactics,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing","Indie, Strategy",FALSE,"2D, Difficult, Puzzle, Turn-based, Rogue, Unique-aspects, Shooter, RPG, High-Quality, Sci-fi, Strategy","50,000 .. 100,000",78,2017-Autumn
Frontwing USA,Frontwing,345630,The Eden of Grisaia,$20~$30,"Single-player, Steam Cloud, Family Sharing","Action, Adventure, Casual",FALSE,"Casual, Gore, Mature, Action, Romance, Single-Player, Unique-Style, Comedy, Adventure, Story-driven","0 .. 20,000",94,2017-Autumn
MangaGamer,07th Expansion,577480,Higurashi When They Cry Hou - Ch. 5 Meakashi,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",Adventure,FALSE,"Layed-Back, 2D, Inclusivity, Casual, Horror/Mystery, Single-Player, High-Quality, Unique-Style, Adventure, Story-driven","20,000 .. 50,000",97,2017-Autumn
Warfare Studios,Warfare Studios,615680,Vagrant Hearts Zero,Under $10,"Single-player, Steam Trading Cards, Partial controller support, Family Sharing","Adventure, Casual, Indie, RPG, Strategy",FALSE,"Indie, Casual, RPG, Adventure, Strategy","20,000 .. 50,000",42,2017-Autumn
SimonCreative,STORIA,617660,Dong-Jin Rice-hime（東津萌米）,$10~$20,"Single-player, Steam Trading Cards, Family Sharing","Adventure, Indie",FALSE,"Indie, Casual, Inclusivity, 2D, Gore, Mature, Romance, Sandbox/Building, Realistic/Sim, Single-Player, Shooter, Unique-Style, Adventure, First Person","20,000 .. 50,000",91,2017-Autumn
ЛД: Новости визуальных новелл,Angry games,588710,Neighboring Islands,Under $1,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Adventure, Indie",FALSE,"Indie, Casual, Mature, Unique-aspects, Unique-Style, Adventure, Story-driven","50,000 .. 100,000",77,2017-Autumn
RuVe Game Studio,RuVe Game Studio,521100,MinosMaze - The Minotaur's Labyrinth,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Partial controller support, Steam Cloud, Family Sharing","Action, Adventure, Indie",FALSE,"Indie, Action, Puzzle, High-Quality, Adventure","20,000 .. 50,000",52,2017-Autumn
Artifex Mundi,Brave Giant LTD,589690,Queen's Quest 3: The End of Dawn,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Adventure, Casual",FALSE,"Indie, Casual, Inclusivity, 2D, Puzzle, Horror/Mystery, Fantasy, Single-Player, High-Quality, Adventure, Story-driven","20,000 .. 50,000",77,2017-Autumn
Vladimir Maslov,Vladimir Maslov,562210,Древняя Русь,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Casual, Indie",FALSE,"Indie, Casual, Historical/Old-Times, Puzzle, Single-Player","0 .. 20,000",82,2017-Autumn
PolyDigital,PolyDigital,429780,Bunny Hop League,Under $10,"Single-player, Multi-player, PvP, Online PvP, Split Screen PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Remote Play Together, Family Sharing","Indie, Sports",FALSE,"Indie, Sports, Multiplayer, Difficult","50,000 .. 100,000",72,2017-Autumn
THQ Nordic,Blue Tongue Entertainment,532320,de Blob,$10~$20,"Single-player, Multi-player, PvP, Split Screen PvP, Co-op, Full controller support, Steam Cloud, Remote Play Together, Family Sharing","Action, Adventure, Casual, Indie",FALSE,"Indie, Layed-Back, Casual, Third Person, Action, 3D, Single-Player, High-Quality, Comedy, Adventure","20,000 .. 50,000",89,2017-Autumn
Armor Games Studios,Atmos Games,331480,Pinstripe,$10~$20,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Remote Play on TV, Family Sharing","Adventure, Casual, Indie",FALSE,"Indie, Layed-Back, Casual, 2D, Action, Puzzle, Horror/Mystery, Single-Player, High-Quality, Unique-Style, Comedy, Adventure, Story-driven","200,000 .. 500,000",89,2017-Autumn
Jonas De Carvalho Felinto,Jonas De Carvalho Felinto,620310,Bonny's Adventure,Under $10,"Single-player, Steam Trading Cards, Family Sharing","Action, Adventure, Casual, Indie",FALSE,"Indie, Adventure, Casual, Action","20,000 .. 50,000",91,2017-Autumn
The Cursed Revolver,The Cursed Revolver,620670,The Cursed Revolver,Under $10,"Single-player, Full controller support, Family Sharing","Action, Indie, Early Access",TRUE,"Indie, Action, Early Access, Unique-aspects, Shooter, Unique-Style, Other","0 .. 20,000",85,2017-Autumn
"H2 Interactive Co., Ltd.",Arc System Works,586140,BlazBlue Centralfiction,$20~$30,"Single-player, Multi-player, PvP, Online PvP, Split Screen PvP, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing",Action,FALSE,"Layed-Back, 2D, Gore, Mature, Action, Difficult, Fighting, Unique-aspects, Fantasy, Single-Player, High-Quality, Unique-Style, Multiplayer, Story-driven","200,000 .. 500,000",93,2017-Autumn
Prey Interactive,Prey Interactive,618270,Spiritlands,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, Stats, Includes level editor, Family Sharing","Adventure, Casual, Indie, Simulation, Strategy",FALSE,"Indie, Casual, Difficult, Sandbox/Building, Realistic/Sim, Adventure, Strategy","0 .. 20,000",66,2018-Autumn
Poppy Works,Faux-Operative Games,516430,Ruin of the Reckless,Under $10,"Single-player, Multi-player, Co-op, Co-op, Co-op, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing","Action, Adventure, Indie, RPG",FALSE,"Indie, Action, Difficult, Rogue, Unique-aspects, RPG, Adventure, Co-op","0 .. 20,000",81,2017-Autumn
USM,Client/Frontend: Endava  / Backend: SuperNimbus,544730,Catan Universe,Free,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases","Casual, Strategy",FALSE,"Casual, Puzzle, Multiplayer, Sci-fi, Strategy","1,000,000 .. 2,000,000",50,2017-Autumn
Hitcents,Andrew Smith,541200,GTTOD: Get To The Orange Door,$10~$20,"Single-player, Steam Achievements, Captions available, Family Sharing","Action, Adventure, Indie, Early Access",TRUE,"Indie, Warfare, Historical/Old-Times, Action, Difficult, Early Access, Rogue, Unique-aspects, Sci-fi, Shooter, Single-Player, High-Quality, Adventure, First Person","200,000 .. 500,000",88,2017-Autumn
KoheiGallery,KoheiGallery,623670,Moe Mekuri SP,Under $10,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",Indie,FALSE,"Indie, Puzzle, Unique-Style","0 .. 20,000",73,2017-Autumn
Amaterasu Software,Amaterasu Software,575860,Tomb Joe,Under $1,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Action, Adventure, Casual, Indie",FALSE,"Indie, Layed-Back, Casual, Action, Adventure","500,000 .. 1,000,000",50,2017-Autumn
KFriske Studios,KFriske Studios,614030,Rhythm Rush!,Under $1,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Family Sharing","Action, Indie",FALSE,"Indie, Layed-Back, Action, 3D, Early Access, Single-Player, High-Quality, Shooter, First Person","0 .. 20,000",71,2017-Autumn
CI Games,CI Games,368070,Sniper Ghost Warrior 3,$10~$20,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Partial controller support, Steam Cloud, Family Sharing",Action,FALSE,"Warfare, Gore, Mature, Action, Co-op, Strategy, Rogue, Single-Player, Shooter, Adventure, Multiplayer, First Person, Exploration","1,000,000 .. 2,000,000",66,2017-Autumn
Tonguç Bodur,Tonguç Bodur,628950,Nephise Begins,Under $1,"Single-player, Steam Achievements, Steam Trading Cards, Partial controller support, Family Sharing","Adventure, Casual, Indie",FALSE,"Indie, Casual, Inclusivity, Puzzle, Horror/Mystery, Single-Player, High-Quality, Adventure, First Person, Exploration","100,000 .. 200,000",62,2017-Autumn
Colossal Wreck,Colossal Wreck,581980,Candy Machine,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Casual, Indie, Simulation, Strategy",FALSE,"Indie, Casual, Sandbox/Building, Unique-aspects, Realistic/Sim, Single-Player, High-Quality, Unique-Style, Strategy","0 .. 20,000",31,2017-Autumn
"NIS America, Inc.",MAGES. Inc.,522880,PSYCHO-PASS: Mandatory Happiness,$10~$20,"Single-player, Steam Achievements, Steam Trading Cards, Partial controller support, Steam Cloud, Family Sharing",Adventure,FALSE,"Horror/Mystery, Single-Player, Unique-Style, Adventure, Sci-fi","0 .. 20,000",80,2017-Autumn
